Air_Density,Temperature,Humidity,Blade_Length,Power_Output
1.151,1.9,55.3,62,5261.3
1.07,36.4,63,69,6382.86
1.27,24.9,40.8,73,8135.86
1.115,37.9,72.4,49,3390.32
1.163,22.6,93.2,41,2115.36
1.272,28.8,34.5,59,5099.72
1.187,34.5,96.3,62,6878.88
1.035,28,37.7,56,4983.96
1.282,18.1,41.3,49,3347.85
1.188,13.6,92.9,71,6197.89
1.1,31.2,67.5,50,3997.55
1.042,28.6,22.5,33,1527.4
1.238,8.3,84.2,58,5226.5
1.186,14.9,71.4,33,1712.42
1.16,21.7,79.4,40,2393.01
1.268,-8.6,32.9,64,3806.87
1.237,2.4,89.8,65,5186.9
1.046,2.5,82.6,54,3475.83
1.094,34.2,96.6,72,6655.31
1.075,6.6,52.7,63,4407.44
1.223,17.3,61.5,35,1848.31
1.01,31.6,76.1,74,6226.11
1.171,3,28.4,40,1957.83
1.229,-3.8,36.8,58,3375.35
1.263,37.4,43.1,71,10133.94
1.103,25.2,95.6,57,4568.8
1.246,-1.1,20.1,31,1008.96
1.033,31,99.5,64,6101.4
1.254,29.4,51.6,71,8573.19
1.038,31.9,71.9,32,1464.4
1.119,3.8,52.9,57,4364.8
1.239,12.4,82.7,31,1369.56
1.045,24.7,96,74,8496.68
1.069,9.5,55.8,41,1785.71
1.217,-6.5,34.4,77,6785.86
1.216,-3.2,37.8,35,1573.34
1.192,19.9,41.3,79,8762.23
1.208,8.8,37.7,70,7576.27
1.163,-9.7,21.1,57,3208.68
1.076,28.3,89,75,7909.74
1.104,10.8,74.5,66,4526.31
1.054,5.7,61.3,43,2059.57
1.273,25.7,31.8,52,3753.46
1.175,12.8,23.3,41,2434.03
1.12,24.7,50.8,69,7395.37
1.139,-9.3,20.4,74,5329.77
1.284,-9.5,24.6,57,3393.79
1.046,18,25.9,39,1583.59
1.176,39.1,85.3,36,2037.96
1.152,3.6,78.1,37,1492.84
1.183,24.1,44.8,46,2865.95
1.005,-1.4,44.3,70,5800.47
1.262,5.6,47.5,59,4547.85
1.28,-6.1,65.2,58,3871.94
1.17,34,88.8,75,7579.04
1.209,5.5,58.2,48,2358.83
1.277,1.5,31.9,71,7632.89
1.212,26.5,32.7,70,6394.47
1.046,0,24.6,67,5513.46
1.173,2,79.2,32,1263.99
1.182,-4.8,51.9,35,1257.88
1.127,38.1,93.4,75,7255.51
1.221,2.4,44.8,37,1724.29
1.28,39.8,83.9,44,4075.68
1.278,-1.2,59.6,36,1737.28
1.135,-9,87.9,41,1444.01
1.034,34.8,64.9,30,1485.84
1.295,19,35.4,80,8796.54
1.252,7.6,84.1,74,7086.58
1.037,15.7,20.5,79,7662.97
1.276,3,60.3,45,2190.25
1.261,21.7,35.7,57,5508.08
1.156,20.8,47,41,2083.57
1.177,-6,52.7,63,5254.27
1.12,35.5,64.8,79,8076.54
1.016,13,48.4,62,4512.32
1.101,-0.2,71.6,49,2984.57
1.241,5.4,35,49,3015.18
1.001,33.3,83.2,77,8835.74
1.1,9.2,68.1,72,6832.29
1.119,18.1,48.1,36,1921.82
1.161,37.4,62.5,54,5032.08
1.276,22.6,52.3,42,2928.54
1.104,23.8,90,76,7860.08
1.104,2.4,63.7,63,3961.6
1.221,23.4,83.1,47,3122.63
1.136,9.7,83.6,77,6631.6
1.067,35.6,78.7,75,8884.88
1.136,-3.5,80.1,45,2208.2
1.042,4.3,38,57,3335.73
1.053,-6.7,89.7,75,6031.08
1.15,9,76.6,65,5555.82
1.126,-2.6,24.3,69,5283.72
1.274,32.3,71.8,64,5570.63
1.109,36.3,58.6,48,4039.96
1.174,23.5,31.4,49,3708.63
1.19,-4.8,57.8,61,3976.31
1.004,7.1,93.8,40,2057.17
1.199,38.2,90.1,59,5425.93
1.053,-3.2,26.9,48,2508.95
1.288,17.8,55.2,62,4898.17
1.045,7.6,60.8,42,2248.45
1.124,40,75.3,61,6352.25
1.026,4.3,81.3,46,1990.66
1.299,-7.6,86.3,70,6285.11
1.151,25.1,67.7,32,1266.93
1.179,6.3,90.6,34,1737.13
1.02,22.9,64.5,55,3146.05
1.225,-4.8,21.8,36,1501.6
1.063,16.2,56.7,47,3217.39
1.269,8.8,32.9,78,8914.56
1.062,16.8,65.9,68,5345.78
1.057,32.7,74.5,74,8125.59
1.011,38.6,74.5,67,6875.01
1.142,27.7,59.2,42,2556.04
1.169,28.3,77.4,30,1250.09
1.02,16.4,29.1,64,5807.79
1.233,-5.1,95.8,52,3129.47
1.136,23.4,87.5,49,2943.49
1.157,-2.6,88.4,75,6949.17
1.132,2.3,22.6,67,4822.29
1.12,25.4,38.3,58,4149.69
1.168,22.8,27.9,74,8156.88
1.047,5.7,89.2,66,4326.64
1.055,28.6,80,35,1613.66
1.259,37,27.7,42,3187.25
1.284,17.3,52.2,52,4279.17
1.112,23.9,61,33,1371.26
1.081,3.6,77.2,65,4832.47
1.193,38.5,43.5,44,2917.85
1.123,3.7,43.2,40,1997.76
1.008,34.4,62.5,51,3447.53
1.047,36.4,62,59,4218.69
1.215,26,29,73,7319.81
1.198,30.6,77,47,3907.67
1.008,12.9,34.3,79,7122.15
1.067,36,88,39,1851.75
1.069,27.1,81.9,34,1445.78
1.202,6.3,98.5,60,4670.91
1.006,-8.3,33.7,62,3840.72
1.031,17,95.6,47,2556.8
1.24,32,78.6,79,11146.42
1.054,33,90.5,36,1859.55
1.196,31.8,22.7,54,5156.97
1.071,0.7,45.7,50,2942.99
1.03,11.3,22.4,63,4492.06
1.073,20.7,34.6,52,3737.15
1.217,23.4,90.7,45,3480.7
1.257,6.7,52.9,56,5040.06
1.249,24.6,73.7,42,2211.87
1.119,19.5,58.7,42,2045.17
1.2,18.3,57.9,54,4713.77
1.061,23.2,72,71,5978.41
1.088,20.2,54.8,62,4501.52
1.269,-1.7,21.7,46,2566.91
1.004,33.7,84,54,4580.56
1.026,2,41.9,47,2017.88
1.062,27.2,73.7,77,7276.99
1.008,-1.2,72.7,80,7232.45
1.054,23,31.6,77,8567.81
1.175,34.8,33.2,47,3685.15
1.126,-9.5,55.8,78,6829.28
1.268,39,47.3,45,3250.01
1.245,-8.5,41.9,56,3801.89
1.103,-9.4,44.7,39,1565.49
1.078,32.9,40.4,53,4533.77
1.114,25.4,28.9,53,3169.85
1.177,-4.7,27,30,821.47
1.08,36.9,90.4,61,5559.91
1.187,23.6,85.2,48,3817.5
1.123,-4.4,59.5,38,1584.13
1.166,33,45.6,34,1692.69
1.131,14,74.9,51,3613.28
1.088,3.9,28.7,53,3329.78
1.285,31.3,28.1,59,4776.13
1.229,26.9,31.3,41,2362.52
1.042,21.2,75.4,45,2190.55
1.261,34.9,85.7,41,3184.67
1.146,33.1,62.9,50,3736.06
1.268,1.3,33.5,40,1680.21
1.24,33.9,46.9,50,4599.11
1.128,8.7,85.8,31,1290.98
1.007,11.6,61,56,3387.97
1.081,38.6,56.1,71,6044.49
1.162,28,72.7,54,3557.53
1.19,6.1,48.4,40,1826.11
1.077,22.4,20.3,70,7601.09
1.042,17,95.3,46,2080.65
1.25,-4.2,76.8,62,4455.23
1.295,34.4,96.6,64,6013.56
1.158,31.1,88,49,3767.81
1.052,28.9,49.9,55,4644.1
1.082,18,50.3,77,6602.8
1.006,1,31.5,44,1872.76
1.274,34.2,84.6,48,3648.95
1.035,7.6,69.6,30,934.37
1.173,-9,40.5,54,3392.37
1.082,39.1,96.8,63,5034.86
1.166,33.1,81.4,79,9762.39
1.195,21.1,90.6,70,5995.41
1.249,-9.4,33.9,61,4821.57
1.062,1.4,67.4,42,1954.44
1.003,12.6,99.3,48,2694.39
1.041,21.4,48,69,6795.11
1.27,25.4,52.3,79,9164.6
1.262,29.4,63,50,4739.18
1.179,17.8,23.6,47,2636.09
1.18,22.8,38.1,37,2218.35
1.2,30.6,45.8,48,3429.95
1.053,26,20.7,50,2782.44
1.274,37.7,45.3,66,7889.51
1.126,33.7,63.6,64,6646.22
1.115,-1.5,21.5,80,7919.85
1.156,37.4,62.5,50,3286.35
1.014,0.2,84,32,835.93
1.05,39.6,31.7,59,4416.72
1.221,25.1,96.9,72,7511.89
1.025,21.4,53.2,60,4498.07
1.181,6.2,55.1,32,1029.19
1.074,-3.3,61.2,59,3239.65
1.117,-3.7,51.5,75,5587.82
1.087,33.3,72.2,71,6773.96
1.107,11.6,34.2,33,1333.96
1.216,18,93.6,77,7131.99
1.089,36.6,89.5,59,5726.7
1.17,2.8,71.6,56,3613.41
1.143,28.2,83.1,34,1555.16
1.199,13.5,76.7,80,7147.86
1.281,0.6,58,75,7155.59
1.22,32.6,32.4,58,6364.98
1.064,24,45.9,60,4517.98
1.009,-5.3,90.8,79,6721.71
1.079,17.1,73.3,38,1742.33
1.179,32.6,89.2,78,11071.14
1.015,-6.7,90.2,76,5032.71
1.149,10.8,62.2,53,3247.02
1.179,30.3,54.9,41,2897.89
1.1,32.9,54.3,47,3250.32
1.231,28.8,55.5,79,10898.01
1.032,5.3,95.7,31,1225.12
1.023,15.3,32,71,5180.21
1.218,27.1,32.1,38,2101.56
1.149,-2.4,51,53,2877.29
1.207,19.7,84.2,35,1661.31
1.13,26,88.2,34,1394.41
1.074,32.5,86,62,4929.56
1.246,-4.4,66.6,70,5688.38
1.24,6.5,88.6,53,3144.69
1.208,17.1,35.4,36,2119.31
1.082,25.1,67.9,30,1381.33
1.177,26.5,46.3,69,7121.44
1.108,2.7,41.8,37,1283.36
1.027,-9.3,28,62,3145.2
1.275,24.7,49.2,64,7339.35
1.041,35.5,22.8,53,4275.27
1.285,29.9,48.2,32,1932.35
1.134,21.1,58,33,1223.41
1.056,38.9,48.6,57,4386.33
1.163,11.7,81.7,37,1599.66
1.262,16.3,42.5,53,4400.29
1.22,-9.4,26,39,1461.32
1.242,37.3,35.9,51,3665.24
1.198,19.2,85.6,36,2045.45
1.208,9.5,70.9,54,3989.9
1.255,-7.8,66.2,80,7094.48
1.075,8.1,63.1,57,3678.9
1.147,-9.8,79.9,69,4823.54
1.066,6.2,35.7,58,3655.7
1.296,37.6,36.8,36,2052.13
1.283,-2.3,30.4,41,2421.25
1.012,17.3,47.1,67,4397.71
1.212,-0.7,41.9,49,2812.05
1.278,29.2,93.2,62,6187.13
1.054,18.1,21,67,5027.84
1.17,0.1,57.9,67,5867.86
1.275,33.3,78.5,33,1808.03
1.01,29.2,92.5,49,2803.16
1.209,37.6,97.3,64,7233.89
1.089,-10,25.5,31,812.85
1.277,12.9,35.6,67,6000.71
1.291,40,99.9,48,4954.38
1.283,30.6,45.1,69,9198.98
1.142,31.6,24.4,45,3251.81
1.259,21.1,94.7,45,2783.46
1.253,25.6,52.3,31,1621.72
1.096,30.3,43.3,69,6447.41
1.249,-5.4,32,70,5062.25
1.011,24.6,54,50,2828.3
1.179,30.8,49.4,46,2939.38
1.069,-8,93.9,50,2222.56
1.036,4.9,36.9,69,4584.01
1.023,6.2,26.9,61,4725.43
1.209,32.7,42.1,75,9033.32
1.102,29,63.7,37,1778.54
1.217,22.8,46.2,71,8229.3
1.02,30.2,45,41,2677.7
1.095,12.7,51.8,52,2684.7
1.162,33.7,89.8,77,9867.02
1.237,1.7,73,45,2680
1.096,25.2,62.2,75,8050.65
1.188,2.1,52.2,56,3490.53
1.266,-8,25.6,36,1343.5
1.185,4.2,90.8,69,5830.52
1.07,14.6,30.3,44,2701.9
1.007,32.2,34.9,37,1887.82
1.261,15.4,56,52,3258.42
1.006,-1,31.2,79,6704.57
1.262,39.6,71.2,62,7423.2
1.159,3.5,59.5,59,4168.27
1.282,39.3,59.8,52,5597.18
1.24,36.8,97.4,77,8849.18
1.299,17.1,73.9,70,8208.92
1.105,-5.4,78.6,78,6068.52
1.23,24.8,68.8,70,7846.36
1.121,32.3,40.8,72,7067.84
1.144,12.3,25,53,3694.55
1.188,2,64.9,32,1104.04
1.262,30.1,55.7,43,2671.32
1.295,17.3,29.8,31,1397.7
1.23,-0.1,88.8,35,1492.82
1.125,37.5,59.7,61,6393.61
1.126,37.4,56.3,48,4198.12
1.221,8.4,53.4,39,1637.9
1.072,-6.8,79,75,5561.15
1.033,21.5,24.1,63,4517.84
1.106,5.9,37.2,55,3472.89
1.086,-6.7,92.2,54,2794.49
1.089,34.6,23.2,33,1483.96
1.07,39.9,68.9,48,3916.04
1.013,7.5,39.3,31,1216.66
1.005,27.2,63.2,76,8590.72
1.296,-6.7,62.5,79,7118.34
1.128,8.5,72.5,59,3776.55
1.115,-4.6,33.7,45,2427.95
1.204,-7.2,71.3,68,5616.01
1.065,19.4,82.5,38,2074.22
1.285,30.1,34.1,44,3831.65
1.236,12.6,83.2,43,2126.45
1.027,16.2,29.7,68,5306.85
1.125,3.5,41,80,8732.91
1.264,26.8,48.9,61,6818.86
1.283,8.1,44.9,53,3325.88
1.14,-6.6,78.7,70,5373.21
1.184,-1.7,41.5,38,2011.87
1.05,-3.6,80.1,53,2983.76
1.297,11.8,24.6,58,4244.98
1.07,-6.7,45.5,73,5595
1.283,30.3,93,64,7744.24
1.195,35.4,50.8,56,4102.21
1.182,2.4,57.6,64,5134.96
1.154,14.3,80.2,69,5378.48
1.069,16,24.3,32,1157.75
1.053,39.3,76,69,7917.02
1.066,-6.7,25.2,45,2125.03
1.056,23.4,64.2,32,1441.76
1.234,7.3,68.9,56,3492.91
1.105,15.1,31.6,45,2348.25
1.017,0.9,88.1,37,1187.44
1.291,-2,65.5,33,1409.94
1.265,2.2,32.4,41,1878.95
1.278,-6.4,88.9,71,4890.9
1.298,3.9,86,66,5964.69
1.052,24.5,73.7,47,3112.24
1.119,22.6,52.4,50,3206.69
1.227,17.7,59.5,35,2115.65
1.209,-10,76.3,71,5208.63
1.046,-3.7,44,36,1416.69
1.245,32.1,67.6,42,2894.82
1.067,3.6,69.8,62,4702.45
1.067,35.6,37.8,38,2430.17
1.161,33.7,30.3,69,8333.37
1.178,-2.3,33.2,75,6992.27
1.174,34.9,21.7,63,6787.5
1.027,21.4,80.1,42,2315.52
1.263,21.5,84.8,52,4521.45
1.08,32.6,84,41,2835.38
1.039,10.3,94.4,72,5661.35
1.267,26.8,26.8,72,7555.18
1.287,23.4,94.5,65,5605.47
1.259,28.6,60.1,49,4435.62
1.243,23,51.5,73,6976.95
1.197,-6,31.3,30,894.16
1.165,4.6,58.7,47,3161.16
1.026,37,74.5,80,10422.46
1.123,1.2,27.1,74,7392.03
1.112,13.6,98.2,76,6626.09
1.078,7.8,93.3,47,2605.12
1.217,-5.7,91,32,1094.5
1.149,-0.9,52.8,64,5217.63
1.024,4.3,88.5,55,2963.65
1.066,13.2,30,70,7050.93
1.205,33.7,92.9,65,5947.3
1.023,15.8,88.4,58,4754.02
1.255,22.6,67,64,6119.77
1.149,11.3,73,76,6525.32
1.144,33.5,48.1,39,2304.34
1.178,23.1,95.9,59,5855
1.247,-5.5,25.3,36,1577.46
1.104,13.9,91.3,43,2253.52
1.203,31.4,40.9,58,4737.87
1.17,26.7,84.4,62,5560.27
1.08,35.3,24,77,8143.89
1.264,1.4,39.5,57,4027.37
1.239,38.9,35.8,43,2874.41
1.198,4.3,98.3,57,4333.72
1.255,-7.5,36.8,79,8148.84
1.26,14.8,49.7,53,3313.16
1.213,-4.5,43.8,43,2197.29
1.251,24.1,98.9,62,5905.19
1.209,35,69.3,72,7260.5
1.204,36.1,48.8,72,7586.95
1.186,20.4,92.6,72,6902.27
1.226,16.8,76.6,67,6514.3
1.048,39.7,76.3,74,6952.51
1.264,19,58.9,33,1894.79
1.262,36.4,59.8,34,1929.09
1.009,35.8,78.5,35,1895.69
1.248,4.5,20.8,43,2377.61
1.039,-9.3,55,70,5467.31
1.101,12,98.5,74,7660.34
1.223,33.1,72.3,66,8240.63
1.048,31.8,50.3,62,4812.81
1.245,20.2,33.6,43,3116.74
1.25,-2.2,48.7,67,5881.33
1.152,-4.6,58.4,37,1517.75
1.002,37.7,70.5,30,1256.69
1.086,11.1,98.7,51,3113.7
1.185,22.4,59.7,59,4801.97
1.294,35.3,49.1,51,5204.24
1.19,33.5,40.3,72,7112.06
1.078,18.3,81.3,79,9421.36
1.19,14.4,57.1,71,6580.6
1.162,26.8,78,57,4624.18
1.234,7.5,42.7,35,1694.55
1.032,21.3,49.7,61,4083.31
1.228,-8.8,96.5,54,2726.47
1.162,31.2,38.7,42,3140.99
1.289,39.9,45.5,74,11044.85
1.103,37.7,60.7,39,1982.33
1.19,8,62.1,46,2928.94
1.28,16.6,25.3,43,3182
1.031,1.8,97.7,45,2482.21
1.281,5.1,44.2,78,9223.19
1.206,12.9,24.3,57,4469.11
1.02,27.4,40.4,42,2042.61
1.09,-9.1,52,56,2748.06
1.212,9.7,38.5,46,2836.07
1.02,17.8,32.4,75,6778.31
1.175,0.8,60.6,39,1712.05
1.104,-6.1,83.7,75,4758.31
1.186,17,76.4,64,6048.78
1.014,21.9,54,67,5293.3
1.261,22.1,29.9,39,2307.86
1.292,7.8,96.4,75,9342.25
1.291,1.9,46.9,71,6866.41
1.225,1,28.3,62,5435.95
1.039,-8,46.9,66,4090.63
1.227,-0.8,75.8,55,4331.65
1.007,30.9,40.1,78,6691.25
1.007,-9.8,34.6,75,5104.7
1.097,-7.8,41.1,55,2560.74
1.147,-3.6,64.1,61,4690.21
1.231,11,90,69,7048.33
1.205,6.7,30.6,51,2759.86
1.134,-1.1,31.5,59,4447.05
1.082,-4.5,54.3,69,4745.65
1.299,36.9,30,35,1811.82
1.128,35.6,98.3,53,3927.02
1.135,28.6,90.3,71,8506.56
1.049,2.6,25.2,44,2407.02
1.238,6.2,92.5,78,6550.36
1.208,23.3,42.8,75,7955.32
1.066,4.6,45.8,76,6805.01
1.025,16.5,47.1,67,6170.69
1.204,22.6,25.6,40,2660.69
1.196,16,82.3,62,5339.69
1.082,10.7,34.6,56,3259.63
1.285,7.4,36.6,37,1606.59
1.045,28.9,81.5,74,6516.33
1.13,26.9,24.8,80,8686.99
1.283,24.8,46.9,67,6382.96
1.126,8.7,64.9,75,7219.9
1.192,28.8,29.3,37,2413.45
1.119,37.9,54,40,2468.63
1.082,24.4,48.3,48,3009.34
1.295,10.4,45.7,62,4484.45
1.123,29.8,41.6,75,9327.37
1.268,20.5,47.1,44,3508.33
1.069,33.9,51.4,36,2102.28
1.064,25.7,30.3,38,2288.28
1.009,28.5,36.6,39,2270.44
1.196,23.4,92.8,41,2198.38
1.111,-5.4,95.6,43,2068.77
1.259,14.3,99.4,32,1493.06
1.142,-7.2,58.3,52,2515.35
1.29,12.4,30.8,70,8074.31
1.056,25.8,74.7,57,4955.82
1.261,11.1,94.9,66,5408.32
1.233,-9.9,22.5,72,5862.18
1.231,8.5,21.8,78,6656.74
1.253,-6.6,69,37,1421.47
1.228,29,23.2,62,6054.2
1.188,29.2,51.3,41,3048.53
1.039,30.3,50.2,50,3275.54
1.01,-8.5,27.9,51,2041.83
1.276,-8.4,79.7,48,2394.19
1.185,35.2,28.7,70,8253.42
1.239,-3.8,41.9,66,6082.01
1.144,23.5,78.2,55,4904.34
1.035,29.8,69.5,32,1564.18
1.038,12.4,57.8,55,2880.01
1.206,17.3,23.9,52,3958.79
1.129,1.4,81,62,4334.11
1.06,36.2,86,41,2475.19
1.147,5.1,28.2,46,2042.21
1.019,0.9,98.9,52,2771.46
1.175,16.3,47.8,35,1979.4
1.081,-0.5,53.9,75,5892.99
1.239,24.3,53.2,33,1587.77
1.093,15.8,70.6,61,5620.39
1.137,-2.6,65.9,42,2062.02
1.003,-6.6,64.9,77,5301.09
1.022,-3.2,82.5,57,3250.22
1.118,-3.2,94.2,68,4651.19
1.144,5.6,85.7,71,6382.78
1.18,31.7,77.7,65,7069.92
1.087,-7.1,24,76,6072.55
1.208,-3.6,39.9,50,2681.82
1.258,5.1,28.4,40,2388.38
1.234,17.7,88.4,30,1499.4
1.012,28.1,72.2,61,5200.07
1.144,36.1,22.7,65,5477.25
1.031,10.6,77.9,42,1864.31
1.073,-4.7,47,62,3948.12
1.296,0.7,63.5,64,6187.24
1.043,4.4,66.4,72,5154.93
1.15,29.3,33,34,1585.85
1.185,24.3,51.9,46,2610.57
1.211,0.5,54.1,73,7021.33
1.168,31.9,69.2,51,4139.21
1.003,33,91.2,43,2897.62
1.098,34.1,69.2,39,2677.41
1.155,3.8,74.7,64,4122.31
1.026,-3.3,73.2,74,4965.24
1.105,-4.8,26.8,65,3954.47
1.01,10,44,52,3149.14
1.024,11.5,52.1,73,5412.54
1.119,33.4,55.6,69,8343.9
1.04,3.4,87.4,70,5580.46
1.17,21.3,62,48,3256.25
1.207,29.4,85.2,65,7043.69
1.24,3.5,92.5,56,4802.61
1.06,3.4,75.7,32,1101.44
1.05,23.5,29.1,34,1401.98
1.031,26.3,36.1,54,3540.16
1.191,38,86.2,34,1713.77
1.212,32.5,65.1,74,8628.82
1.009,31.1,61.3,79,8815.32
1.281,24.6,97.5,79,11763.01
1.016,-4.1,49.4,35,1100.53
1.162,30.5,23.3,30,1285.62
1.213,36.8,40.4,60,7088.27
1.261,9.5,42.8,72,5895.98
1.214,5.7,61,65,6475.39
1.241,16.1,20.6,72,7035.14
1.102,37.8,99.1,61,5910.35
1.244,-7.5,25,36,1373.97
1.024,25.4,38.6,61,4608.81
1.268,30.7,73.8,34,1700.67
1.164,29.4,98.2,37,1775.58
1.245,18.3,60.9,43,3238.22
1.136,36,47.3,39,2446.15
1.193,-3.3,33,57,3123.21
1.158,2.3,92.3,57,3528.84
1.219,5.3,24,54,4206.38
1.024,-9.6,25.6,63,3677.56
1.018,8.5,25.1,35,1469.57
1.074,-2,57.3,53,2463.13
1.048,26.2,94.5,63,5011.29
1.262,10.7,64.5,42,2860.69
1.066,25.2,48.4,30,1187.68
1.293,4.7,39.1,70,5977
1.101,-3.4,61.2,77,5145.79
1.055,-3.4,55.3,48,2367.87
1.237,0.2,27.5,69,6376.4
1.198,-4.2,20.5,73,5973.6
1.149,1,67.6,50,2474.71
1.167,19,88.7,38,2020.2
1.216,2.8,68.7,71,6158.94
1.069,7.1,46.1,65,5491.23
1.299,-7.4,32.3,38,1965.61
1.292,34.6,79.1,78,9973.99
1.195,-3.1,76.2,33,1217.25
1.06,7.4,87.8,76,5811.49
1.204,9,98.6,63,4726.39
1.022,28.6,29,30,1328.32
1.009,14.2,41.2,65,5736.82
1.077,9.1,47.5,71,6730.01
1.139,24.8,63,35,1604.92
1.26,19.9,24.3,70,7769.97
1.218,-6.1,42.1,33,1257.46
1.223,5.6,83.5,79,8324.42
1.128,38.9,23.9,42,2383.95
1.104,14.2,85.4,30,1303.89
1.111,11.2,34.8,53,3514.73
1.296,-2.5,44.4,56,3866.25
1.012,32,77.4,39,2067
1.26,-3.3,81.2,71,6694.46
1.174,-4.7,36.9,35,1412.13
1.132,12,52.4,74,7454.36
1.218,11.8,39.4,71,5747.02
1.146,39.1,61.1,79,9160.64
1.262,-3.6,72.2,42,2161.77
1.27,14.2,41.6,45,3198.89
1.127,0.1,57,34,1367.01
1.083,25.1,62.9,58,3784.07
1.178,9.6,53.5,65,6339.46
1.274,22.4,61.1,55,4731.88
1.063,6.9,31.5,55,3873.99
1.187,18.2,23.2,76,9613.37
1.189,13.5,25.1,80,7399.96
1.22,8.7,97.8,36,1833.82
1.039,16.9,25.9,31,1193.64
1.215,9.2,50.9,70,5587.27
1.273,30.3,83.3,70,7903.58
1.054,14.8,88,38,1452.36
1.071,35.2,41.5,38,1777.7
1.291,1.1,71.2,67,4847.56
1.054,-4.4,77.9,31,1011.53
1.256,9,93.3,42,2551.34
1.148,-0.8,91.1,64,4735.52
1.074,9.7,54.8,35,1535.41
1.261,0.4,63.3,52,3870.74
1.134,33.4,84.1,36,1743.29
1.154,18.4,67.9,66,6494.32
1.108,14.9,48.5,59,3762.53
1.178,29.4,96,76,9121.55
1.049,-3.5,99.8,68,5262.31
1.117,32.9,94.6,31,1703.46
1.291,14.2,47.7,35,1842.85
1.077,-3.2,39.4,32,891.49
1.197,31,59.5,68,7059.26
1.098,13,82.8,43,2240.74
1.232,20.2,41.6,43,2742.31
1.039,34.7,52.5,44,2859.54
1.291,34.5,32.1,76,11346.44
1.136,34.6,76.1,75,10074
1.071,10.8,79,54,3937.58
1.022,27.5,59.6,67,6255.41
1.051,1.7,79,67,3998.46
1.156,31.6,71.6,76,7765.85
1.101,7.1,94.4,47,3033.72
1.249,13.2,66.9,74,8157.3
1.129,34.6,48.5,56,5429.57
1.075,30.3,78.4,75,8198.15
1.185,37.6,24.5,47,4002.41
1.212,8.2,58.1,36,1883.22
1.05,-2.4,97.3,75,6599.25
1.05,35.5,76.4,37,1625.61
1.011,14.7,99.9,47,2979.37
1.221,34.5,51.4,73,10491.37
1.199,26.6,51.4,36,1753.95
1.142,33.7,24.8,71,8135.45
1.253,22.7,48.9,35,1545.29
1.242,30.6,31.3,75,10421.66
1.176,-4,51.6,43,1768.24
1.26,38.4,20.2,45,3156.34
1.062,-1,55.1,47,2407.77
1.034,-8.8,95.1,77,6706.72
1.081,16.5,81,68,6673.41
1.017,25.6,39.3,72,7587.63
1.159,25.8,41.6,39,2432.87
1.281,7,44.7,46,3130.97
1.012,27.7,27.4,39,1734.17
1.037,32.1,99.4,53,4085.62
1.136,20.5,73.4,54,3357.52
1.28,9.3,79.1,40,2176.49
1.095,20.7,75.6,31,1399.1
1.152,33.1,57.2,35,1989.2
1.012,35,85.3,68,6779.91
1.045,-8.4,39,40,1291.02
1.296,-3.9,51.1,43,2221
1.29,-9.8,46.1,63,5403.19
1.001,14.6,96.2,63,5220.79
1.286,11.8,23.1,80,9807.06
1.192,17.3,26,66,6331.33
1.26,24.2,96.5,69,6087.06
1.136,8.3,75,44,2617.27
1.155,0.4,70.9,59,4015.91
1.147,9.7,85.5,76,6797.66
1.2,-9.5,93.3,40,1587.3
1.042,31.5,91.7,49,3139.17
1.009,9.2,91.2,54,3841.02
1.092,21.1,87.1,57,3626.83
1.211,6.2,29.6,42,1901.61
1.061,20.7,70.8,78,6883.8
1.202,17,59.3,52,4046.01
1.291,0.4,82.4,40,1854.5
1.028,21.3,96.4,44,2852.27
1.202,-4.5,49.2,77,5682.59
1.133,14.1,80.4,80,7576.63
1.26,26,37,56,5100.19
1.053,17.5,53.7,79,8306.35
1.208,27.3,77.8,38,2409.53
1.251,3.7,27,51,3095.26
1.283,-7.6,89,58,3681.36
1.205,-7.2,93.4,30,1125.32
1.149,3.4,89.8,48,3065.29
1.185,10.4,20.1,68,5950.99
1.261,16.9,84.3,64,7162.33
1.171,27.9,91.8,61,4682.4
1.009,32,98.7,44,2560.38
1.279,24.7,22.7,37,2183.89
1.207,13.2,65.1,43,2500.09
1.203,3.2,90.6,70,6037.74
1.065,11.4,78.5,36,1615.41
1.198,3.7,88.3,72,5221.79
1.118,21.2,75.9,36,2037.78
1.195,30.9,21.9,61,4952.57
1.032,15.9,90.3,69,6260.24
1.197,-7.7,69.4,49,3023.4
1.3,37,39.8,63,7129.82
1.014,4.7,74.4,35,1089.83
1.293,35.7,61.2,50,3546.99
1.122,30.7,77.4,56,4655.67
1.261,10.7,57.8,43,2089.05
1.235,-7.2,28.2,57,4175.65
1.17,37.4,93,36,1969.72
1.222,23,74.6,54,3536.37
1.264,2.5,77.1,77,7431.58
1.121,16.7,81.4,73,7335.74
1.098,21.8,61,40,2512.15
1.2,1.3,77.1,69,4746.53
1.242,-5.3,36.9,74,5501.2
1.229,3.4,57.5,34,1530
1.239,-7.6,75.3,70,5325.74
1.131,-6.5,84.4,67,4475.39
1.245,-2.2,97.4,33,1178.32
1.036,-2.1,88.9,31,991.12
1.163,2.4,23.3,57,4110.64
1.002,36.9,34.1,78,7587.35
1.097,18.8,74.4,33,1622.97
1.11,11.1,26.6,62,4911.62
1.119,18.2,99.6,55,4389.82
1.209,-9.7,57.7,48,2101.52
1.117,34.7,74.9,58,4067.62
